Nama Pengguna,Rating,Tanggal,Ulasan,Sentimen,Ulasan_Bersih
Pengguna Google,2,2026-06-03 11:04:20,"saya mau bantu supaya bisa lebih baik. inovasi nya sudah bagus, tinggal eksekusi nya yang perlu dibenahi. saya sudah pakai mypertamina dari beberapa bulan lalu. masalah nya adalah dibeberapa POM tidak bisa digunakan yang buat saya harus banting stir buat cari cash. saran saya karena app nya sudah bagus tinggal pemerataan penggunaan di semua POM Agar bisa dipakai",Negatif,saya mau bantu supaya bisa lebih baik inovasi nya sudah bagus tinggal eksekusi nya perlu benah saya sudah pakai mypertamina beberapa bulan lalu masalah nya adalah beberapa pom tidak bisa guna buat saya harus banting stir buat cari cash saran saya karena app nya sudah bagus tinggal perata guna semua pom agar bisa pakai
Pengguna Google,5,2026-06-03 10:48:31,mantap,Positif,mantap
Pengguna Google,4,2026-06-03 09:53:24,Keluhan saya perihal pembuatan akun sudah di follow up dengan baik. semoga ke depannya aplikasi ini berinovasi menjadi lebih baik. Simpel dan tidak ribet.,Positif,keluh saya perihal buat akun sudah follow up baik moga depan aplikasi inovasi jadi lebih baik simpel tidak ribet
Pengguna Google,5,2026-06-03 09:44:25,membantu memudahkan pemakaian,Positif,bantu mudah pakai
Pengguna Google,5,2026-06-03 09:37:02,membantu dlm transaksi isi bensin dan mudah di pakai,Positif,bantu dlm transaksi isi bensin mudah pakai
Pengguna Google,5,2026-06-03 09:08:27,sangat oker,Positif,sangat oker
Pengguna Google,5,2026-06-03 09:08:01,"Mempermudah kala ga ada uang cash,keren",Positif,mudah kala tidak ada uang cashkeren
Pengguna Google,5,2026-06-03 08:56:50,kasihan sy ini mau daftar di tolak terus plat PA 8928 AC,Positif,kasihan sy mau daftar tolak terus plat pa ac
Pengguna Google,5,2026-06-03 08:41:27,mudah mendapatkan informasi layanan pertamina,Positif,mudah dapat informasi layan pertamina
Pengguna Google,5,2026-06-03 08:34:40,luar biasa,Positif,luar biasa
Pengguna Google,4,2026-06-03 08:03:42,aplikasi membantu,Positif,aplikasi bantu
Pengguna Google,1,2026-06-03 07:47:26,"kenapa setiap pembayaran my Pertamina selalu offline di pom bensin Jatiwaringin pondok gede ( 34.171.28 ) sudah capek antri offline.. seharusnya ditulis sebelum antri,ini sudah antri panjang tidak bisa pakai my Pertamina",Negatif,kenapa tiap bayar my pertamina selalu offline pom bensin jatiwaringin pondok gede sudah capek antri offline harus tulis belum antriini sudah antri panjang tidak bisa pakai my pertamina
Pengguna Google,5,2026-06-03 07:42:03,Sangat membantu sekali,Positif,sangat bantu sekali
Pengguna Google,2,2026-06-03 07:19:22,sehabis update malah ga terhubung pembayarannya gmn sih,Negatif,habis update malah tidak hubung bayar gmn sih
Pengguna Google,5,2026-06-03 07:13:52,mantap,Positif,mantap
Pengguna Google,5,2026-06-03 07:13:01,Sangat mengesankan,Positif,sangat kesan
Pengguna Google,5,2026-06-03 07:12:34,Sangat bermanfaat,Positif,sangat manfaat
Pengguna Google,5,2026-06-03 07:08:56,lancar,Positif,lancar
Pengguna Google,1,2026-06-03 06:47:57,"tambahin payment dengan scan qris dong kayak shell biar simple, jangan kudet jaman skrg orang males gesek2 bawa kartu debit apalagi mau payment harus isi ovo dulu atau gopay. kalo udah ada scan qris saya edit bintang 5.",Negatif,tambahin payment scan qris dong kayak shell biar simple jangan kudet jaman skrg orang males gesek bawa kartu debit apalagi mau payment harus isi ovo dulu atau gopay kalo udah ada scan qris saya edit bintang
Pengguna Google,5,2026-06-03 01:59:06,bagus aja dah...😂,Positif,bagus aja dah
Pengguna Google,5,2026-06-02 22:09:15,mantap Pertamina melangkah lebih maju,Positif,mantap pertamina lang lebih maju
Pengguna Google,1,2026-06-02 20:53:20,daftar dari pertama beli mobil baru sampe sekaramg uda 3 taun tetep aja ditolak,Negatif,daftar pertama beli mobil baru sampe sekaramg uda taun tetep aja tolak
Pengguna Google,1,2026-06-02 18:42:29,"ini sih cuma orang kaya aja yg bisa pakai, soal nya mau bikin barcode harus pakai foto Bpkb kalau mobil kredit tidak bisa di pakai Bpkb kan belum keluar, harus mobil yg sudah ada Bpkb baru bisa bikin barcode, coba aplikasinya di kembalikan seperti yg pertama kali pakai barcode lebih mudah dan nyaman",Negatif,sih cuma orang kaya aja bisa pakai soal nya mau bikin barcode harus pakai foto bpkb kalau mobil kredit tidak bisa pakai bpkb kan belum keluar harus mobil sudah ada bpkb baru bisa bikin barcode coba aplikasi kembali seperti pertama kali pakai barcode lebih mudah nyaman
Pengguna Google,5,2026-06-02 18:19:53,the best ..mempermudah transaksi,Positif,the best mudah transaksi
Pengguna Google,5,2026-06-02 16:02:35,tanpa antri,Positif,tanpa antri
Pengguna Google,1,2026-06-02 14:07:18,aplikasi rusak.,Negatif,aplikasi rusak
Pengguna Google,1,2026-06-02 13:15:47,apk ini tidak fokus pengambilan gambar mohon diperbaiki ulang.. berkali kali jepret foto KTP.. hasilnya tidak fokus..,Negatif,aplikasi tidak fokus ambil gambar mohon baik ulang kali kali jepret foto ktp hasil tidak fokus
Pengguna Google,5,2026-06-02 10:19:54,oke.. jadi lebih mudah,Positif,oke jadi lebih mudah
Pengguna Google,5,2026-06-02 09:58:45,mantap,Positif,mantap
Pengguna Google,1,2026-06-02 09:33:45,"masukan data kelurahan ga bisa2 data lain sudah sesuai nik berkali2 dicoba sama aja, cacat aplikasinya 👎🏻",Negatif,masuk data lurah tidak bisa data lain sudah sesuai nik kali coba sama aja cacat aplikasi
Pengguna Google,5,2026-06-02 01:18:25,supir bus,Positif,supir bus
Pengguna Google,1,2026-06-02 00:30:37,"payah, registrasi selalu gagal tanpa alasan jelas. :(",Negatif,payah registrasi selalu gagal tanpa alas jelas
Pengguna Google,5,2026-06-01 21:58:58,baik,Positif,baik
Pengguna Google,5,2026-06-01 14:19:51,mantap,Positif,mantap
Pengguna Google,4,2026-06-01 13:45:47,gimna cra nya reset kata sandi susah bgt,Positif,gimna cra nya reset kata sandi susah banget
Pengguna Google,1,2026-06-01 11:59:38,aplikasi aneh sudah di coba2 beberapa kali recoveri pasport subsidi tepat ke email setelah di klik di email malah tulisan error ga ada pembaruan pasport tolong perbaiki bug ini donk,Negatif,aplikasi aneh sudah coba beberapa kali recoveri pasport subsidi tepat email telah klik email malah tulis error tidak ada baru pasport tolong baik bug donk
Pengguna Google,5,2026-06-01 09:15:40,aplikasinya sangat responsif... apakah bisa di tambah fitur untuk melihat stok bbm di semua SPBU? kami kira jika bisa itu sangat membantu masyarakat... terimakasih my pertamina...,Positif,aplikasi sangat responsif apakah bisa tambah fitur lihat stok bbm semua spbu kami kira jika bisa sangat bantu masyarakat terimakasih my pertamina
Pengguna Google,5,2026-06-01 08:57:12,baik,Positif,baik
Pengguna Google,2,2026-06-01 07:38:13,"sebaiknya, jangan otomatis ter-log out saat pengguna tidak login/masuk ke aplikasi setelah selama beberapa minggu/satu bulan, karena sangat merepotkan sekali saat mau isi bensin harus login/dan periksa email, di antrian SPBU yang menyita waktu dan membuat antrian menunggu termasuk petugas.",Negatif,baik jangan otomatis log out saat guna tidak loginmasuk aplikasi telah lama beberapa minggusatu bulan karena sangat repot sekali saat mau isi bensin harus logindan periksa email antri spbu sita waktu buat antri tunggu masuk tugas
Pengguna Google,5,2026-06-01 05:57:59,"kurang bagus,",Positif,kurang bagus
Pengguna Google,1,2026-06-01 02:30:39,"saya kecewa sangat2 kecewa ketika saya menggagalkan transaksi atas pembayaran (alasan internet lemot) tapi voucher nya tetap terpakai kejadian tersebut spbu 31 jkt. sampai sekarang tidak ada tindak lanjut. Di Email gak direspon, ditelp menghabiskan pulsa. Tlg dong pihak mypertamina, tindak lanjutnya gimana voucher yg sudah saya beli??? aplikasi kotor jijikk. aplikasi maling !!!!!!!!!!!!!!!",Negatif,saya kecewa sangat kecewa ketika saya gagal transaksi atas bayar alas internet lot tapi voucher nya tetap pakai jadi sebut spbu jkt sampai sekarang tidak ada tindak lanjut email gak direspon ditelp habis pulsa tlg dong pihak mypertamina tindak lanjut gimana voucher sudah saya beli aplikasi kotor jijikk aplikasi maling
Pengguna Google,5,2026-05-31 21:48:13,Sangat diperlukan untuk mobilidasi,Positif,sangat perlu mobilidasi
Pengguna Google,5,2026-05-31 20:11:54,kadang ada pom bensin tidak mau pakai myper dengan alasan lagi rusak,Positif,kadang ada pom bensin tidak mau pakai myper alas lagi rusak
Pengguna Google,1,2026-05-31 19:20:43,"Update tanggal 31 Mei 2026 metode pembayaran kadang tidak tampil, sehingga tidak bisa scan kamera di sisi lain kami di anjurkan memaakai My Pertamina tapi sistem error, saya sudah coba 3 akun berbeda dan 3 HP yang berbeda, hasilnya, sama saja saya sebagai pengguna bingung, padahal hanya untuk isi kendaraan R2",Negatif,update tanggal mei metode bayar kadang tidak tampil sehingga tidak bisa scan kamera sisi lain kami anjur memaakai my pertamina tapi sistem error saya sudah coba akun beda hp beda hasil sama saja saya bagai guna bingung padahal hanya isi kendara r
Pengguna Google,2,2026-05-31 17:03:07,apk ngelag,Negatif,aplikasi ngelag
Pengguna Google,4,2026-05-31 16:20:55,pelayanan sanaget bagus,Positif,layan sanaget bagus
Pengguna Google,1,2026-05-31 14:08:37,"Helloooo, untuk Foto STNK tolong ditambah menu upload dari galeri seperti yg dullu. Trimakasih 😁",Negatif,helloooo foto stnk tolong tambah menu upload galeri seperti dullu trimakasih
Pengguna Google,5,2026-05-31 09:51:47,Mantap.,Positif,mantap
Pengguna Google,1,2026-05-31 09:07:37,"aplikasi ga jelas, verifikasi OTP aja lama. malu sama petugas mau bayar ga bisa",Negatif,aplikasi tidak jelas verifikasi otp aja lama malu sama tugas mau bayar tidak bisa
Pengguna Google,1,2026-05-31 07:20:08,otp by WhatsApp susah masuk,Negatif,otp by whatsapp susah masuk
Pengguna Google,1,2026-05-31 06:35:41,sampai sekarang barkot saya tidak d respon selalu d tolak,Negatif,sampai sekarang barkot saya tidak d respon selalu d tolak
Pengguna Google,1,2026-05-31 01:38:13,"gak responsif ,, ruwet ,,",Negatif,gak responsif ruwet
Pengguna Google,1,2026-05-30 22:26:19,pelayanan parah gmn mau maju isi bensin aja 30 menit waktu ke buang lelet bgt,Negatif,layan parah gmn mau maju isi bensin aja menit waktu buang lelet banget
Pengguna Google,1,2026-05-30 17:45:37,seluruh spbu d sumatera selatan mash tidak taat aturan... mobil berbeda dengan barcode mash di isi bio solar sehingga penggunaan aplikasi terasa sia2.. solar subsidi tetap d nikmati oleh oknum untuk keperluan PT... d karnakan spbu/oprator MEMBERI DAN BERPIHAK KE OKNUM,Negatif,seluruh spbu d sumatera selatan mash tidak taat atur mobil beda barcode mash isi bio solar sehingga guna aplikasi asa sia solar subsidi tetap d nikmat oleh oknum perlu pt d karnakan spbuoprator beri pihak oknum
Pengguna Google,5,2026-05-30 16:28:21,sesuai,Positif,sesuai
Pengguna Google,1,2026-05-30 14:45:37,"Sistem verifikasi dokumen ini perlu dievaluasi. Foto KTP yang sudah jelas, bersih, dan asli tetap dianggap hasil editan. Jika memang ada standar tertentu, berikan panduan yang jelas atau sediakan fitur crop agar pengguna dapat menyesuaikan foto sesuai ketentuan. Jangan sampai pengguna dipersulit oleh sistem yang gagal membedakan foto asli dan hasil editan. Proses verifikasi seharusnya membantu pengguna, bukan menjadi hambatan.",Negatif,sistem verifikasi dokumen perlu evaluasi foto ktp sudah jelas bersih asli tetap anggap hasil edit jika memang ada standar tentu ikan pandu jelas atau sedia fitur crop agar guna dapat sesuai foto sesuai tentu jangan sampai guna sulit oleh sistem gagal beda foto asli hasil edit proses verifikasi harus bantu guna bukan jadi hambat
Pengguna Google,5,2026-05-30 13:54:06,mantap,Positif,mantap
Pengguna Google,1,2026-05-30 12:04:33,di saat mau melakukan pendaftaran subsidi tepat terkedala menu pengisian kolom kelurahan tidak muncul,Negatif,saat mau laku daftar subsidi tepat terkedala menu isi kolom lurah tidak muncul
Pengguna Google,4,2026-05-30 11:46:10,knapa saya gak bisa input struk pembayaran untuk mengumpulkan poin?,Positif,knapa saya gak bisa input struk bayar kumpul poin
Pengguna Google,5,2026-05-30 10:10:46,"penggunaan mypertamina, gampang dan sederhana..",Positif,guna mypertamina gampang sederhana
Pengguna Google,1,2026-05-30 10:06:19,"aplikasi gak jelas, mau daftar gak bisa tolong jangan buat aplikasi hanya untuk membodohi masyarakat banyak, sama sekali tidak berfungsi buat yang mau download pikir-pikir dulu",Negatif,aplikasi gak jelas mau daftar gak bisa tolong jangan buat aplikasi hanya bodoh masyarakat banyak sama sekali tidak fungsi buat mau download pikirpikir dulu
Pengguna Google,5,2026-05-30 06:55:57,"dengan Mypertamina semua menjadi Mudah.,Mantaap.",Positif,mypertamina semua jadi mudahmantaap
Pengguna Google,5,2026-05-29 23:54:13,good,Positif,good
Pengguna Google,1,2026-05-29 22:59:07,susah menerima kode otp nya,Negatif,susah terima kode otp nya
Pengguna Google,4,2026-05-29 22:55:21,"cara memperbarui data kendaaraan dimy pertamina gimna ya,soalnya dapat peringatan qr barkot hanya bisa digunakan sampai tanggal 31 mei silahkan perbarui data kendaaraan anda,sedangakan diaplikasi gak ada pilihan menunya,trus apakah bisa diperbarui sebelum tanggal 31,kalau bisa gimana caranya..",Positif,cara baru data kendaaraan dimy pertamina gimna yasoalnya dapat ingat qr barkot hanya bisa guna sampai tanggal mei silah baru data kendaaraan andasedangakan aplikasi gak ada pilih menunyatrus apakah bisa baru belum tanggal kalau bisa gimana cara
Pengguna Google,5,2026-05-29 21:27:23,oke,Positif,oke
Pengguna Google,5,2026-05-29 20:42:57,"semoga dapat motor,aamiin",Positif,moga dapat motoraamiin
Pengguna Google,5,2026-05-29 19:51:56,good,Positif,good
Pengguna Google,2,2026-05-29 19:25:38,terima kasih responnya. bintang akan saya naikan misal ada penjelasan yg lebih konkrit. apakah ada batas minimum pengisian harus 30ribu. kecewa dengan pelayanan SPBU 51.*******,Negatif,terima kasih responnya bintang akan saya naik misal ada jelas lebih konkrit apakah ada batas minimum isi harus ribu kecewa layan spbu
Pengguna Google,5,2026-05-29 16:53:34,bagus,Positif,bagus
Pengguna Google,1,2026-05-29 15:55:48,susahnya hubungi cs dimana untuk menambahkan kelurahan saya tidak ada,Negatif,susah hubung cs mana tambah lurah saya tidak ada
Pengguna Google,4,2026-05-29 14:00:59,"bayarnya mudah tinggal scan barcode, tapi ribetnya harus menunggu otp masuk melalui sms.",Positif,bayar mudah tinggal scan barcode tapi ribetnya harus tunggu otp masuk lalu sms
Pengguna Google,5,2026-05-29 13:35:29,baru pertama x,Positif,baru pertama x
Pengguna Google,2,2026-05-29 13:14:34,berkali2 kirim foto stnk dan mobil tapi gagal. padahal semua sesuai,Negatif,kali kirim foto stnk mobil tapi gagal padahal semua sesuai
Pengguna Google,1,2026-05-29 13:09:08,app mempersulit,Negatif,app sulit
Pengguna Google,5,2026-05-29 12:25:45,kenapa ya bikin qr di pertamina belum ada satu bulan sdh ga bs di gunakan,Positif,kenapa ya bikin qr pertamina belum ada satu bulan sdh tidak bs guna
Pengguna Google,5,2026-05-29 11:38:48,ok,Positif,ok
Pengguna Google,1,2026-05-29 10:03:58,aplikasi ngak jelas merepotkan foto sesuai selalu ditolak dengan alasan ngak jelas,Negatif,aplikasi ngak jelas repot foto sesuai selalu tolak alas ngak jelas
Pengguna Google,1,2026-05-29 09:30:02,"aplikasi bikin susah masyarakat aja, apa apa lemotnya minta ampun, foto udah jelas masih ga diterima, nyushinnn aja mending kasi kompotitor lain buka cabang lebih banyakk",Negatif,aplikasi bikin susah masyarakat aja apa apa lot minta ampun foto udah jelas masih tidak terima nyushinnn aja mending kasi kompotitor lain buka cabang lebih banyakk
Pengguna Google,5,2026-05-28 19:25:37,Tetap semangat dan selalu ber inofasi,Positif,tetap semangat selalu ber inofasi
Pengguna Google,1,2026-05-28 18:38:42,"Verifikasi gak jelas, berkali2 foto ulang KTP dibilang palsu. Aplikasi gak jelas, sengaja mempersulit.",Negatif,verifikasi gak jelas kali foto ulang ktp bilang palsu aplikasi gak jelas sengaja sulit
Pengguna Google,5,2026-05-28 18:08:24,Keren,Positif,keren
Pengguna Google,2,2026-05-28 18:06:41,"repot,",Negatif,repot
Pengguna Google,5,2026-05-28 16:03:48,bagis sekali My Pertamina,Positif,bagis sekali my pertamina
Pengguna Google,1,2026-05-28 15:05:12,percumah dowload bnyk gk ada tempat kusus buat apa dowload. alasan gk ada trus kurang orang. mengecewakan daerah jogja,Negatif,percumah dowload bnyk tidak ada tempat sus buat apa dowload alas tidak ada trus kurang orang kecewa daerah jogja
Pengguna Google,5,2026-05-28 13:08:19,fungsional dan mudah,Positif,fungsional mudah
Pengguna Google,5,2026-05-27 23:10:58,praktis,Positif,praktis
Pengguna Google,5,2026-05-27 19:08:07,"Good Job, Pertamina",Positif,good job pertamina
Pengguna Google,5,2026-05-27 18:18:44,membantu,Positif,bantu
Pengguna Google,5,2026-05-27 17:22:23,bagus,Positif,bagus
Pengguna Google,5,2026-05-27 16:59:58,okee,Positif,okee
Pengguna Google,5,2026-05-27 16:20:52,mantap,Positif,mantap
Pengguna Google,5,2026-05-27 14:23:08,bermanfaat,Positif,manfaat
Pengguna Google,4,2026-05-27 14:17:35,"terlalu banyak tahapan pendaftaran dan pembayaran, pdhl sudah pakai kombinasi antara password akun, pin akun, pin pembayaran.. ribet..",Positif,terlalu banyak tahap daftar bayar pdhl sudah pakai kombinasi antara password akun pin akun pin bayar ribet
Pengguna Google,5,2026-05-27 14:16:30,gk guna mau daftar barcode juga slalu ditolak,Positif,tidak guna mau daftar barcode juga slalu tolak
Pengguna Google,5,2026-05-27 13:55:44,ok,Positif,ok
Pengguna Google,2,2026-05-27 12:14:36,jangan di perhambat dong saya udah ngirim data ferevikasi frovil tapi selalu gagal dan coba lagi beberapa saat tolong kebijakan nya ya sampai saat ini belum ada kejelasan selalu gagal tolong coba lagi aplikasi apa ini sebarnya.!!! tanggal 27 mei 2026,Negatif,jangan hambat dong saya udah ngirim data ferevikasi frovil tapi selalu gagal coba lagi beberapa saat tolong bijak nya ya sampai saat belum ada jelas selalu gagal tolong coba lagi aplikasi apa sebar tanggal mei
Pengguna Google,2,2026-05-27 10:30:01,"ribet ...dihubungkan klik bca ...pas scan minta otp sms ....dah 3 kali minta otp gak ada ,ujung2nya bayar cash juga",Negatif,ribet hubung klik bca pas scan minta otp sms dah kali minta otp gak ada ujung bayar cash juga
